,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_23_length_2319_cov_6.454836,ESBL01,NODE_23_length_2319_cov_6.454836,misc,M_17,False,False,False,6.454836,2319,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_696_cov_0.862917,ESBL01,NODE_24_length_696_cov_0.862917,misc,M_18,False,False,False,0.862917,696,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_594_cov_1.137045,ESBL01,NODE_25_length_594_cov_1.137045,misc,M_19,False,False,False,1.137045,594,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_529_cov_18.676617,ESBL01,NODE_26_length_529_cov_18.676617,misc,M_20,False,False,False,18.676617,529,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_488_cov_3.083102,ESBL01,NODE_27_length_488_cov_3.083102,misc,M_21,False,False,False,3.083102,488,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_465_cov_4.934911,ESBL01,NODE_28_length_465_cov_4.934911,misc,M_22,False,False,False,4.934911,465,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_238_cov_10.963964,ESBL01,NODE_29_length_238_cov_10.963964,misc,M_23,False,False,False,10.963964,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_234_cov_3.887850,ESBL01,NODE_32_length_234_cov_3.887850,misc,M_24,False,False,False,3.887850,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_234_cov_6.738318,ESBL01,NODE_31_length_234_cov_6.738318,misc,M_25,False,False,False,6.738318,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_234_cov_11.242991,ESBL01,NODE_30_length_234_cov_11.242991,misc,M_26,False,False,False,11.242991,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_201_cov_6.243243,ESBL01,NODE_33_length_201_cov_6.243243,misc,M_27,False,False,False,6.243243,201,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_131_cov_18.000000,ESBL01,NODE_34_length_131_cov_18.000000,misc,M_28,False,False,False,18.000000,131,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_128_cov_324.000000,ESBL01,NODE_35_length_128_cov_324.000000,misc,M_29,False,False,False,324.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_166857_cov_29.959251,ESBL01,NODE_7_length_166857_cov_29.959251,plasmid,P_0,True,False,False,29.959251,166857,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,64660..65043,33681..34362,,,122484..122752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_111127_cov_25.655973,ESBL01,NODE_9_length_111127_cov_25.655973,plasmid,P_1,True,True,False,25.655973,111127,"[""ant(3'')-Ia"", 'IncI1', 'aadA5', 'dfrA17', 'sul2', 'blaCTX-M-1']",,,,,,,,,,,,,,,,,,62447..62588,,,,,,,,,,71778..72566,,70989..71155,,,,,43934..44809,,,,,,,,,,,,,,,71174..71647,,,,,,,,74968..75783,,,,,
NODE_14_length_26555_cov_25.630770,ESBL01,NODE_14_length_26555_cov_25.630770,plasmid,P_2,True,False,False,25.630770,26555,['IncFIC(FII)'],,,,,,,,,,,,,,19177..19673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_7015_cov_83.339721,ESBL01,NODE_21_length_7015_cov_83.339721,plasmid,P_3,True,False,False,83.339721,7015,['ColRNAI'],,,,,,,,204..334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_3443350_cov_23.461894,ESBL02,NODE_1_length_3443350_cov_23.461894,chromosome,C_0,False,True,False,23.461894,3443350,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214226..1215458,,,,,,,,,,
NODE_2_length_1067566_cov_22.875675,ESBL02,NODE_2_length_1067566_cov_22.875675,chromosome,C_1,False,False,False,22.875675,1067566,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_387031_cov_26.400593,ESBL02,NODE_3_length_387031_cov_26.400593,misc,M_0,False,False,False,26.400593,387031,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_65083_cov_27.524555,ESBL02,NODE_5_length_65083_cov_27.524555,misc,M_1,False,False,False,27.524555,65083,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_45935_cov_26.794403,ESBL02,NODE_6_length_45935_cov_26.794403,misc,M_2,False,False,False,26.794403,45935,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_34475_cov_27.177245,ESBL02,NODE_8_length_34475_cov_27.177245,misc,M_3,False,False,False,27.177245,34475,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_683_cov_16.928058,ESBL02,NODE_9_length_683_cov_16.928058,misc,M_4,False,False,False,16.928058,683,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_458_cov_2.894260,ESBL02,NODE_10_length_458_cov_2.894260,misc,M_5,False,False,False,2.894260,458,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_450_cov_4.018576,ESBL02,NODE_11_length_450_cov_4.018576,misc,M_6,False,False,False,4.018576,450,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_365_cov_26.924370,ESBL02,NODE_12_length_365_cov_26.924370,misc,M_7,False,False,False,26.924370,365,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_261_cov_2.902985,ESBL02,NODE_13_length_261_cov_2.902985,misc,M_8,False,False,False,2.902985,261,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_255_cov_1.351562,ESBL02,NODE_14_length_255_cov_1.351562,misc,M_9,False,False,False,1.351562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_252_cov_1.216000,ESBL02,NODE_15_length_252_cov_1.216000,misc,M_10,False,False,False,1.216000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_251_cov_1.000000,ESBL02,NODE_18_length_251_cov_1.000000,misc,M_11,False,False,False,1.000000,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_251_cov_1.008065,ESBL02,NODE_16_length_251_cov_1.008065,misc,M_12,False,False,False,1.008065,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_251_cov_1.000000,ESBL02,NODE_17_length_251_cov_1.000000,misc,M_13,False,False,False,1.000000,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_250_cov_1.398374,ESBL02,NODE_19_length_250_cov_1.398374,misc,M_14,False,False,False,1.398374,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_249_cov_1.000000,ESBL02,NODE_22_length_249_cov_1.000000,misc,M_15,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_249_cov_1.467213,ESBL02,NODE_21_length_249_cov_1.467213,misc,M_16,False,False,False,1.467213,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_249_cov_1.590164,ESBL02,NODE_20_length_249_cov_1.590164,misc,M_17,False,False,False,1.590164,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_248_cov_1.380165,ESBL02,NODE_23_length_248_cov_1.380165,misc,M_18,False,False,False,1.380165,248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_247_cov_1.000000,ESBL02,NODE_26_length_247_cov_1.000000,misc,M_19,False,False,False,1.000000,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_247_cov_1.283333,ESBL02,NODE_25_length_247_cov_1.283333,misc,M_20,False,False,False,1.283333,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_247_cov_15.400000,ESBL02,NODE_24_length_247_cov_15.400000,misc,M_21,False,False,False,15.400000,247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_246_cov_1.000000,ESBL02,NODE_27_length_246_cov_1.000000,misc,M_22,False,False,False,1.000000,246,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_245_cov_1.355932,ESBL02,NODE_28_length_245_cov_1.355932,misc,M_23,False,False,False,1.355932,245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_243_cov_1.000000,ESBL02,NODE_29_length_243_cov_1.000000,misc,M_24,False,False,False,1.000000,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_242_cov_1.000000,ESBL02,NODE_30_length_242_cov_1.000000,misc,M_25,False,False,False,1.000000,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_241_cov_3.736842,ESBL02,NODE_31_length_241_cov_3.736842,misc,M_26,False,False,False,3.736842,241,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_235_cov_7.537037,ESBL02,NODE_32_length_235_cov_7.537037,misc,M_27,False,False,False,7.537037,235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_235_cov_4.064815,ESBL02,NODE_33_length_235_cov_4.064815,misc,M_28,False,False,False,4.064815,235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_234_cov_18.738318,ESBL02,NODE_34_length_234_cov_18.738318,misc,M_29,False,False,False,18.738318,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_234_cov_10.943925,ESBL02,NODE_35_length_234_cov_10.943925,misc,M_30,False,False,False,10.943925,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_234_cov_9.887850,ESBL02,NODE_36_length_234_cov_9.887850,misc,M_31,False,False,False,9.887850,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_218_cov_1.967033,ESBL02,NODE_37_length_218_cov_1.967033,misc,M_32,False,False,False,1.967033,218,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_212_cov_2.564706,ESBL02,NODE_39_length_212_cov_2.564706,misc,M_33,False,False,False,2.564706,212,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_212_cov_5.870588,ESBL02,NODE_38_length_212_cov_5.870588,misc,M_34,False,False,False,5.870588,212,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_208_cov_12.456790,ESBL02,NODE_40_length_208_cov_12.456790,misc,M_35,False,False,False,12.456790,208,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_203_cov_1.000000,ESBL02,NODE_41_length_203_cov_1.000000,misc,M_36,False,False,False,1.000000,203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_194_cov_1.000000,ESBL02,NODE_42_length_194_cov_1.000000,misc,M_37,False,False,False,1.000000,194,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_181_cov_1.000000,ESBL02,NODE_43_length_181_cov_1.000000,misc,M_38,False,False,False,1.000000,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_178_cov_1.000000,ESBL02,NODE_44_length_178_cov_1.000000,misc,M_39,False,False,False,1.000000,178,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_169_cov_1.000000,ESBL02,NODE_45_length_169_cov_1.000000,misc,M_40,False,False,False,1.000000,169,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_163_cov_1.000000,ESBL02,NODE_47_length_163_cov_1.000000,misc,M_41,False,False,False,1.000000,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_163_cov_1.000000,ESBL02,NODE_46_length_163_cov_1.000000,misc,M_42,False,False,False,1.000000,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_48_length_137_cov_2.000000,ESBL02,NODE_48_length_137_cov_2.000000,misc,M_43,False,False,False,2.000000,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_49_length_137_cov_1.000000,ESBL02,NODE_49_length_137_cov_1.000000,misc,M_44,False,False,False,1.000000,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_134_cov_1.000000,ESBL02,NODE_50_length_134_cov_1.000000,misc,M_45,False,False,False,1.000000,134,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_51_length_134_cov_1.000000,ESBL02,NODE_51_length_134_cov_1.000000,misc,M_46,False,False,False,1.000000,134,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_52_length_129_cov_12.000000,ESBL02,NODE_52_length_129_cov_12.000000,misc,M_47,False,False,False,12.000000,129,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_53_length_128_cov_525.000000,ESBL02,NODE_53_length_128_cov_525.000000,misc,M_48,False,False,False,525.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_150429_cov_30.441178,ESBL02,NODE_4_length_150429_cov_30.441178,plasmid,P_0,True,True,False,30.441178,150429,"[""ant(3'')-Ia"", ""aph(3')-Ia"", ""aph(3'')-Ib"", 'dfrA14', 'mph(A)', 'sul2', 'blaTEM-1B', 'IncQ1', 'IncFIB(AP001918)', 'tet(B)', 'IncFII(pRSB107)', 'IncFIA', 'catA1']",,,,,,,,,,60262..60649,82433..83114,,,,,,1102..1362,,,133917..134366,,,,,,,,,,128745..128912,136581..137384,139136..139951,,,,,,,,,,,131628..132488,118793..119452,,,,,128256..128738,,,,,,123645..124566,,,135705..136520,,,,115615..116820,
NODE_7_length_45519_cov_31.144739,ESBL02,NODE_7_length_45519_cov_31.144739,plasmid,P_1,True,True,False,31.144739,45519,"['blaCTX-M-15', 'blaTEM-1B', 'IncI1']",,,,,,,,,,,,,,,,,,15089..15230,,,,,,,,,,,,,,,,,,,,26529..27404,,,,,30226..31086,,,,,,,,,,,,,,,,,,,,
NODE_1_length_2815106_cov_30.052166,ESBL03,NODE_1_length_2815106_cov_30.052166,chromosome,C_0,False,True,False,30.052166,2815106,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65841..67073,,,,,,,,,,
NODE_2_length_1499191_cov_21.101437,ESBL03,NODE_2_length_1499191_cov_21.101437,chromosome,C_1,False,True,False,21.101437,1499191,"[""aac(6')-Ib-cr"", 'catB3', 'blaOXA-1']",,,,,,,,,,,,,,,,,,,,,,,,,,,1667..2266,,,,,,,,,,,,,,706..1536,,,,124..568,,,,,,,,,,,,,,,,,,
NODE_3_length_938805_cov_27.164148,ESBL03,NODE_3_length_938805_cov_27.164148,misc,M_0,False,True,False,27.164148,938805,['blaCTX-M-15'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936061..936936,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_597_cov_3.210638,ESBL03,NODE_5_length_597_cov_3.210638,misc,M_1,False,False,False,3.210638,597,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_577_cov_15.302222,ESBL03,NODE_6_length_577_cov_15.302222,misc,M_2,False,False,False,15.302222,577,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_242_cov_7.252174,ESBL03,NODE_7_length_242_cov_7.252174,misc,M_3,False,False,False,7.252174,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_184_cov_7.052632,ESBL03,NODE_8_length_184_cov_7.052632,misc,M_4,False,False,False,7.052632,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_180_cov_10.320755,ESBL03,NODE_9_length_180_cov_10.320755,misc,M_5,False,False,False,10.320755,180,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_128_cov_492.000000,ESBL03,NODE_10_length_128_cov_492.000000,misc,M_6,False,False,False,492.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_119860_cov_34.281911,ESBL03,NODE_4_length_119860_cov_34.281911,plasmid,P_0,True,False,False,34.281911,119860,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,81728..82111,68343..69024,,,35990..36288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_4965557_cov_26.592142,ESBL22,NODE_1_length_4965557_cov_26.592142,chromosome,C_0,False,True,False,26.592142,4965557,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205054..4206286,,,,,,,,,,
NODE_2_length_132601_cov_38.159533,ESBL22,NODE_2_length_132601_cov_38.159533,plasmid,P_0,True,True,False,38.159533,132601,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,88412..88553,,,,43822..44209,64920..65601,,,,,,131079..131339,,,,,,,,,,,108636..109424,,107847..108013,119273..120076,,,,,,,,124743..125618,,,,,,,,,,,108032..108505,,,,,116105..117026,,109944..110810,118397..119212,,,121891..123137,,
NODE_3_length_5294_cov_81.268628,ESBL22,NODE_3_length_5294_cov_81.268628,plasmid,P_1,True,False,False,81.268628,5294,['Col156'],,,,,,3364..3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_725_cov_6.259197,ESBL22,NODE_4_length_725_cov_6.259197,misc,M_0,False,False,False,6.259197,725,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_254_cov_1.078740,ESBL22,NODE_6_length_254_cov_1.078740,misc,M_1,False,False,False,1.078740,254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_254_cov_1.496063,ESBL22,NODE_5_length_254_cov_1.496063,misc,M_2,False,False,False,1.496063,254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_253_cov_1.000000,ESBL22,NODE_7_length_253_cov_1.000000,misc,M_3,False,False,False,1.000000,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_252_cov_1.000000,ESBL22,NODE_8_length_252_cov_1.000000,misc,M_4,False,False,False,1.000000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_250_cov_1.000000,ESBL22,NODE_10_length_250_cov_1.000000,misc,M_5,False,False,False,1.000000,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_250_cov_1.243902,ESBL22,NODE_9_length_250_cov_1.243902,misc,M_6,False,False,False,1.243902,250,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_249_cov_1.196721,ESBL22,NODE_11_length_249_cov_1.196721,misc,M_7,False,False,False,1.196721,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_249_cov_1.000000,ESBL22,NODE_12_length_249_cov_1.000000,misc,M_8,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_249_cov_1.000000,ESBL22,NODE_13_length_249_cov_1.000000,misc,M_9,False,False,False,1.000000,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_248_cov_1.115702,ESBL22,NODE_14_length_248_cov_1.115702,misc,M_10,False,False,False,1.115702,248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_245_cov_1.000000,ESBL22,NODE_15_length_245_cov_1.000000,misc,M_11,False,False,False,1.000000,245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_243_cov_1.120690,ESBL22,NODE_16_length_243_cov_1.120690,misc,M_12,False,False,False,1.120690,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_243_cov_1.000000,ESBL22,NODE_17_length_243_cov_1.000000,misc,M_13,False,False,False,1.000000,243,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_242_cov_4.278261,ESBL22,NODE_18_length_242_cov_4.278261,misc,M_14,False,False,False,4.278261,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_224_cov_1.000000,ESBL22,NODE_19_length_224_cov_1.000000,misc,M_15,False,False,False,1.000000,224,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
