,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_3_length_715090_cov_14.275155,ESBL01,NODE_3_length_715090_cov_14.275155,misc,M_2,False,False,False,14.275155,715090,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_511364_cov_19.870635,ESBL01,NODE_4_length_511364_cov_19.870635,misc,M_3,False,False,False,19.870635,511364,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_458907_cov_17.971124,ESBL01,NODE_5_length_458907_cov_17.971124,misc,M_4,False,False,False,17.971124,458907,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_375044_cov_16.236827,ESBL01,NODE_6_length_375044_cov_16.236827,misc,M_5,False,True,False,16.236827,375044,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78796..80028,,,,,,,,,,
NODE_7_length_274957_cov_13.971650,ESBL01,NODE_7_length_274957_cov_13.971650,misc,M_6,False,False,False,13.971650,274957,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_247849_cov_24.503119,ESBL01,NODE_8_length_247849_cov_24.503119,misc,M_7,False,False,False,24.503119,247849,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_196683_cov_24.235103,ESBL01,NODE_10_length_196683_cov_24.235103,misc,M_8,False,False,False,24.235103,196683,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_150249_cov_22.261093,ESBL01,NODE_11_length_150249_cov_22.261093,misc,M_9,False,False,False,22.261093,150249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_126137_cov_17.521353,ESBL01,NODE_12_length_126137_cov_17.521353,misc,M_10,False,False,False,17.521353,126137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_61317_cov_35.287988,ESBL01,NODE_14_length_61317_cov_35.287988,misc,M_11,False,False,False,35.287988,61317,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_48456_cov_16.781031,ESBL01,NODE_15_length_48456_cov_16.781031,misc,M_12,False,False,False,16.781031,48456,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_20307_cov_16.905996,ESBL01,NODE_17_length_20307_cov_16.905996,misc,M_13,False,False,False,16.905996,20307,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_13981_cov_17.100982,ESBL01,NODE_18_length_13981_cov_17.100982,misc,M_14,False,False,False,17.100982,13981,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_12988_cov_10.863877,ESBL01,NODE_19_length_12988_cov_10.863877,misc,M_15,False,False,False,10.863877,12988,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_9006_cov_17.191914,ESBL01,NODE_20_length_9006_cov_17.191914,misc,M_16,False,False,False,17.191914,9006,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_8480_cov_24.340716,ESBL01,NODE_21_length_8480_cov_24.340716,misc,M_17,False,False,False,24.340716,8480,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_8286_cov_12.157127,ESBL01,NODE_22_length_8286_cov_12.157127,misc,M_18,False,False,False,12.157127,8286,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_8217_cov_10.890662,ESBL01,NODE_23_length_8217_cov_10.890662,misc,M_19,False,False,False,10.890662,8217,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_7653_cov_67.730534,ESBL01,NODE_24_length_7653_cov_67.730534,misc,M_20,False,False,False,67.730534,7653,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_7229_cov_4.637364,ESBL01,NODE_25_length_7229_cov_4.637364,misc,M_21,False,False,False,4.637364,7229,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_5204_cov_6.999606,ESBL01,NODE_27_length_5204_cov_6.999606,misc,M_22,False,False,False,6.999606,5204,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_4873_cov_5.428662,ESBL01,NODE_28_length_4873_cov_5.428662,misc,M_23,False,False,False,5.428662,4873,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_4135_cov_18.157435,ESBL01,NODE_29_length_4135_cov_18.157435,misc,M_24,False,False,False,18.157435,4135,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_2776_cov_13.683277,ESBL01,NODE_30_length_2776_cov_13.683277,misc,M_25,False,False,False,13.683277,2776,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_2104_cov_5.883933,ESBL01,NODE_31_length_2104_cov_5.883933,misc,M_26,False,False,False,5.883933,2104,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_1653_cov_4.113368,ESBL01,NODE_32_length_1653_cov_4.113368,misc,M_27,False,False,False,4.113368,1653,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_968_cov_16.854935,ESBL01,NODE_33_length_968_cov_16.854935,misc,M_28,False,False,False,16.854935,968,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_660_cov_1.521576,ESBL01,NODE_34_length_660_cov_1.521576,misc,M_29,False,False,False,1.521576,660,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_628_cov_1.171657,ESBL01,NODE_35_length_628_cov_1.171657,misc,M_30,False,False,False,1.171657,628,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_594_cov_1.137045,ESBL01,NODE_36_length_594_cov_1.137045,misc,M_31,False,False,False,1.137045,594,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_542_cov_1.573494,ESBL01,NODE_37_length_542_cov_1.573494,misc,M_32,False,False,False,1.573494,542,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_529_cov_18.676617,ESBL01,NODE_38_length_529_cov_18.676617,misc,M_33,False,False,False,18.676617,529,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_488_cov_3.083102,ESBL01,NODE_39_length_488_cov_3.083102,misc,M_34,False,False,False,3.083102,488,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_484_cov_18.467787,ESBL01,NODE_40_length_484_cov_18.467787,misc,M_35,False,False,False,18.467787,484,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_465_cov_4.934911,ESBL01,NODE_41_length_465_cov_4.934911,misc,M_36,False,False,False,4.934911,465,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_457_cov_9.118182,ESBL01,NODE_42_length_457_cov_9.118182,misc,M_37,False,False,False,9.118182,457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_414_cov_13.365854,ESBL01,NODE_43_length_414_cov_13.365854,misc,M_38,False,False,False,13.365854,414,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_411_cov_15.676056,ESBL01,NODE_44_length_411_cov_15.676056,misc,M_39,False,False,False,15.676056,411,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_403_cov_15.746377,ESBL01,NODE_45_length_403_cov_15.746377,misc,M_40,False,False,False,15.746377,403,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_389_cov_15.717557,ESBL01,NODE_46_length_389_cov_15.717557,misc,M_41,False,False,False,15.717557,389,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_388_cov_18.034483,ESBL01,NODE_47_length_388_cov_18.034483,misc,M_42,False,False,False,18.034483,388,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_48_length_354_cov_14.969163,ESBL01,NODE_48_length_354_cov_14.969163,misc,M_43,False,False,False,14.969163,354,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_49_length_327_cov_17.620000,ESBL01,NODE_49_length_327_cov_17.620000,misc,M_44,False,False,False,17.620000,327,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_326_cov_15.582915,ESBL01,NODE_50_length_326_cov_15.582915,misc,M_45,False,False,False,15.582915,326,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_51_length_316_cov_20.629630,ESBL01,NODE_51_length_316_cov_20.629630,misc,M_46,False,False,False,20.629630,316,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_52_length_310_cov_22.136612,ESBL01,NODE_52_length_310_cov_22.136612,misc,M_47,False,False,False,22.136612,310,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_53_length_287_cov_32.893750,ESBL01,NODE_53_length_287_cov_32.893750,misc,M_48,False,False,False,32.893750,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_54_length_271_cov_31.638889,ESBL01,NODE_54_length_271_cov_31.638889,misc,M_49,False,False,False,31.638889,271,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_55_length_262_cov_18.451852,ESBL01,NODE_55_length_262_cov_18.451852,misc,M_50,False,False,False,18.451852,262,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_56_length_262_cov_13.325926,ESBL01,NODE_56_length_262_cov_13.325926,misc,M_51,False,False,False,13.325926,262,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_65_length_255_cov_12.960938,ESBL01,NODE_65_length_255_cov_12.960938,misc,M_52,False,False,False,12.960938,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_64_length_255_cov_14.281250,ESBL01,NODE_64_length_255_cov_14.281250,misc,M_53,False,False,False,14.281250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_63_length_255_cov_15.164062,ESBL01,NODE_63_length_255_cov_15.164062,misc,M_54,False,False,False,15.164062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_62_length_255_cov_18.523438,ESBL01,NODE_62_length_255_cov_18.523438,misc,M_55,False,False,False,18.523438,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_61_length_255_cov_21.390625,ESBL01,NODE_61_length_255_cov_21.390625,misc,M_56,False,False,False,21.390625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_60_length_255_cov_25.367188,ESBL01,NODE_60_length_255_cov_25.367188,misc,M_57,False,False,False,25.367188,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_59_length_255_cov_28.226562,ESBL01,NODE_59_length_255_cov_28.226562,misc,M_58,False,False,False,28.226562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_58_length_255_cov_32.578125,ESBL01,NODE_58_length_255_cov_32.578125,misc,M_59,False,False,False,32.578125,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_57_length_255_cov_35.968750,ESBL01,NODE_57_length_255_cov_35.968750,misc,M_60,False,False,False,35.968750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_67_length_238_cov_5.072072,ESBL01,NODE_67_length_238_cov_5.072072,misc,M_61,False,False,False,5.072072,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_66_length_238_cov_20.522523,ESBL01,NODE_66_length_238_cov_20.522523,misc,M_62,False,False,False,20.522523,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_68_length_234_cov_6.738318,ESBL01,NODE_68_length_234_cov_6.738318,misc,M_63,False,False,False,6.738318,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_69_length_234_cov_3.887850,ESBL01,NODE_69_length_234_cov_3.887850,misc,M_64,False,False,False,3.887850,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_70_length_201_cov_6.243243,ESBL01,NODE_70_length_201_cov_6.243243,misc,M_65,False,False,False,6.243243,201,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_71_length_189_cov_22.677419,ESBL01,NODE_71_length_189_cov_22.677419,misc,M_66,False,False,False,22.677419,189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_72_length_156_cov_36.482759,ESBL01,NODE_72_length_156_cov_36.482759,misc,M_67,False,False,False,36.482759,156,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_73_length_128_cov_324.000000,ESBL01,NODE_73_length_128_cov_324.000000,misc,M_68,False,False,False,324.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_237424_cov_24.504778,ESBL01,NODE_9_length_237424_cov_24.504778,plasmid,P_0,True,False,False,24.504778,237424,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,138087..138470,107108..107789,,,195915..196183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_111376_cov_25.526967,ESBL01,NODE_13_length_111376_cov_25.526967,plasmid,P_1,True,True,False,25.526967,111376,"[""ant(3'')-Ia"", 'IncI1', 'aadA5', 'dfrA17', 'sul2', 'blaCTX-M-1']",,,,,,,,,,,,,,,,,,62696..62837,,,,,,,,,,,72027..72815,,71238..71404,,,,,44027..44902,,,,,,,,,,,,,,,,,71423..71896,,,,,,,,75217..76032,,,,,
NODE_16_length_26554_cov_23.580861,ESBL01,NODE_16_length_26554_cov_23.580861,plasmid,P_2,True,False,False,23.580861,26554,['IncFIC(FII)'],,,,,,,,,,,,,,19177..19673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_7015_cov_83.339721,ESBL01,NODE_26_length_7015_cov_83.339721,plasmid,P_3,True,False,False,83.339721,7015,['ColRNAI'],,,,,,,,204..334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_2000408_cov_20.101179,ESBL02,NODE_1_length_2000408_cov_20.101179,chromosome,C_0,False,True,False,20.101179,2000408,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279794..1281026,,,,,,,,,,
NODE_2_length_1113767_cov_25.876995,ESBL02,NODE_2_length_1113767_cov_25.876995,chromosome,C_1,False,False,False,25.876995,1113767,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_644819_cov_24.948866,ESBL02,NODE_3_length_644819_cov_24.948866,misc,M_0,False,False,False,24.948866,644819,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_429609_cov_20.343759,ESBL02,NODE_4_length_429609_cov_20.343759,misc,M_1,False,False,False,20.343759,429609,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_422959_cov_26.194183,ESBL02,NODE_5_length_422959_cov_26.194183,misc,M_2,False,False,False,26.194183,422959,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_373336_cov_32.443010,ESBL02,NODE_6_length_373336_cov_32.443010,misc,M_3,False,False,False,32.443010,373336,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_6534_cov_26.500390,ESBL02,NODE_9_length_6534_cov_26.500390,misc,M_4,False,False,False,26.500390,6534,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_6369_cov_91.367190,ESBL02,NODE_10_length_6369_cov_91.367190,misc,M_5,False,False,False,91.367190,6369,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_4274_cov_37.816976,ESBL02,NODE_11_length_4274_cov_37.816976,misc,M_6,False,False,False,37.816976,4274,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_2793_cov_15.731058,ESBL02,NODE_12_length_2793_cov_15.731058,misc,M_7,False,False,False,15.731058,2793,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_2405_cov_35.604039,ESBL02,NODE_13_length_2405_cov_35.604039,misc,M_8,False,False,False,35.604039,2405,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_516_cov_29.529563,ESBL02,NODE_14_length_516_cov_29.529563,misc,M_9,False,False,False,29.529563,516,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_494_cov_22.961853,ESBL02,NODE_15_length_494_cov_22.961853,misc,M_10,False,False,False,22.961853,494,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_471_cov_21.052326,ESBL02,NODE_16_length_471_cov_21.052326,misc,M_11,False,False,False,21.052326,471,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_408_cov_18.608541,ESBL02,NODE_17_length_408_cov_18.608541,misc,M_12,False,False,False,18.608541,408,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_370_cov_36.987654,ESBL02,NODE_18_length_370_cov_36.987654,misc,M_13,False,False,False,36.987654,370,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_348_cov_32.565611,ESBL02,NODE_19_length_348_cov_32.565611,misc,M_14,False,False,False,32.565611,348,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_324_cov_7.294416,ESBL02,NODE_20_length_324_cov_7.294416,misc,M_15,False,False,False,7.294416,324,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_316_cov_21.941799,ESBL02,NODE_21_length_316_cov_21.941799,misc,M_16,False,False,False,21.941799,316,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_267_cov_33.792857,ESBL02,NODE_22_length_267_cov_33.792857,misc,M_17,False,False,False,33.792857,267,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_259_cov_29.643939,ESBL02,NODE_23_length_259_cov_29.643939,misc,M_18,False,False,False,29.643939,259,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_255_cov_27.398438,ESBL02,NODE_29_length_255_cov_27.398438,misc,M_19,False,False,False,27.398438,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_255_cov_37.531250,ESBL02,NODE_25_length_255_cov_37.531250,misc,M_20,False,False,False,37.531250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_255_cov_25.117188,ESBL02,NODE_30_length_255_cov_25.117188,misc,M_21,False,False,False,25.117188,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_255_cov_11.664062,ESBL02,NODE_31_length_255_cov_11.664062,misc,M_22,False,False,False,11.664062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_255_cov_6.539062,ESBL02,NODE_32_length_255_cov_6.539062,misc,M_23,False,False,False,6.539062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_255_cov_1.351562,ESBL02,NODE_33_length_255_cov_1.351562,misc,M_24,False,False,False,1.351562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_255_cov_31.406250,ESBL02,NODE_27_length_255_cov_31.406250,misc,M_25,False,False,False,31.406250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_255_cov_38.476562,ESBL02,NODE_24_length_255_cov_38.476562,misc,M_26,False,False,False,38.476562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_255_cov_28.953125,ESBL02,NODE_28_length_255_cov_28.953125,misc,M_27,False,False,False,28.953125,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
