,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA2,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-101,blaCTX-M-116,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-156,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-104,blaTEM-105,blaTEM-141,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_165_length_265_cov_10.043478,ESBL03,NODE_165_length_265_cov_10.043478,misc,M_161,False,False,False,10.043478,265,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_166_length_264_cov_36.635036,ESBL03,NODE_166_length_264_cov_36.635036,misc,M_162,False,False,False,36.635036,264,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_191_length_255_cov_17.914062,ESBL03,NODE_191_length_255_cov_17.914062,misc,M_163,False,False,False,17.914062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_192_length_255_cov_16.656250,ESBL03,NODE_192_length_255_cov_16.656250,misc,M_164,False,False,False,16.656250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_180_length_255_cov_27.757812,ESBL03,NODE_180_length_255_cov_27.757812,misc,M_165,False,False,False,27.757812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_190_length_255_cov_18.250000,ESBL03,NODE_190_length_255_cov_18.250000,misc,M_166,False,False,False,18.250000,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_167_length_255_cov_156.742188,ESBL03,NODE_167_length_255_cov_156.742188,misc,M_167,False,False,False,156.742188,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_195_length_255_cov_12.906250,ESBL03,NODE_195_length_255_cov_12.906250,misc,M_168,False,False,False,12.906250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_194_length_255_cov_14.804688,ESBL03,NODE_194_length_255_cov_14.804688,misc,M_169,False,False,False,14.804688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_193_length_255_cov_15.281250,ESBL03,NODE_193_length_255_cov_15.281250,misc,M_170,False,False,False,15.281250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_187_length_255_cov_19.468750,ESBL03,NODE_187_length_255_cov_19.468750,misc,M_171,False,False,False,19.468750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_186_length_255_cov_21.195312,ESBL03,NODE_186_length_255_cov_21.195312,misc,M_172,False,False,False,21.195312,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_185_length_255_cov_21.953125,ESBL03,NODE_185_length_255_cov_21.953125,misc,M_173,False,False,False,21.953125,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_184_length_255_cov_22.000000,ESBL03,NODE_184_length_255_cov_22.000000,misc,M_174,False,False,False,22.000000,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_183_length_255_cov_22.406250,ESBL03,NODE_183_length_255_cov_22.406250,misc,M_175,False,False,False,22.406250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_182_length_255_cov_24.390625,ESBL03,NODE_182_length_255_cov_24.390625,misc,M_176,False,False,False,24.390625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_189_length_255_cov_18.484375,ESBL03,NODE_189_length_255_cov_18.484375,misc,M_177,False,False,False,18.484375,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_181_length_255_cov_24.890625,ESBL03,NODE_181_length_255_cov_24.890625,misc,M_178,False,False,False,24.890625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_179_length_255_cov_28.679688,ESBL03,NODE_179_length_255_cov_28.679688,misc,M_179,False,False,False,28.679688,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_178_length_255_cov_28.781250,ESBL03,NODE_178_length_255_cov_28.781250,misc,M_180,False,False,False,28.781250,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_177_length_255_cov_29.882812,ESBL03,NODE_177_length_255_cov_29.882812,misc,M_181,False,False,False,29.882812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_176_length_255_cov_29.914062,ESBL03,NODE_176_length_255_cov_29.914062,misc,M_182,False,False,False,29.914062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_175_length_255_cov_31.351562,ESBL03,NODE_175_length_255_cov_31.351562,misc,M_183,False,False,False,31.351562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_174_length_255_cov_33.546875,ESBL03,NODE_174_length_255_cov_33.546875,misc,M_184,False,False,False,33.546875,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_173_length_255_cov_35.164062,ESBL03,NODE_173_length_255_cov_35.164062,misc,M_185,False,False,False,35.164062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_172_length_255_cov_37.726562,ESBL03,NODE_172_length_255_cov_37.726562,misc,M_186,False,False,False,37.726562,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_171_length_255_cov_37.914062,ESBL03,NODE_171_length_255_cov_37.914062,misc,M_187,False,False,False,37.914062,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_170_length_255_cov_39.468750,ESBL03,NODE_170_length_255_cov_39.468750,misc,M_188,False,False,False,39.468750,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_169_length_255_cov_39.640625,ESBL03,NODE_169_length_255_cov_39.640625,misc,M_189,False,False,False,39.640625,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_168_length_255_cov_40.007812,ESBL03,NODE_168_length_255_cov_40.007812,misc,M_190,False,False,False,40.007812,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_188_length_255_cov_19.296875,ESBL03,NODE_188_length_255_cov_19.296875,misc,M_191,False,False,False,19.296875,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_196_length_253_cov_36.563492,ESBL03,NODE_196_length_253_cov_36.563492,misc,M_192,False,False,False,36.563492,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_197_length_253_cov_18.158730,ESBL03,NODE_197_length_253_cov_18.158730,misc,M_193,False,False,False,18.158730,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_198_length_251_cov_21.701613,ESBL03,NODE_198_length_251_cov_21.701613,misc,M_194,False,False,False,21.701613,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_199_length_249_cov_25.377049,ESBL03,NODE_199_length_249_cov_25.377049,misc,M_195,False,False,False,25.377049,249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_200_length_248_cov_23.966942,ESBL03,NODE_200_length_248_cov_23.966942,misc,M_196,False,False,False,23.966942,248,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_201_length_245_cov_41.364407,ESBL03,NODE_201_length_245_cov_41.364407,misc,M_197,False,False,False,41.364407,245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_202_length_244_cov_254.188034,ESBL03,NODE_202_length_244_cov_254.188034,misc,M_198,False,False,False,254.188034,244,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_203_length_242_cov_7.252174,ESBL03,NODE_203_length_242_cov_7.252174,misc,M_199,False,False,False,7.252174,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_204_length_221_cov_67.202128,ESBL03,NODE_204_length_221_cov_67.202128,misc,M_200,False,False,False,67.202128,221,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_205_length_213_cov_27.732558,ESBL03,NODE_205_length_213_cov_27.732558,misc,M_201,False,False,False,27.732558,213,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_206_length_210_cov_40.530120,ESBL03,NODE_206_length_210_cov_40.530120,misc,M_202,False,False,False,40.530120,210,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_207_length_201_cov_65.918919,ESBL03,NODE_207_length_201_cov_65.918919,misc,M_203,False,False,False,65.918919,201,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_208_length_195_cov_30.441176,ESBL03,NODE_208_length_195_cov_30.441176,misc,M_204,False,False,False,30.441176,195,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_209_length_187_cov_56.500000,ESBL03,NODE_209_length_187_cov_56.500000,misc,M_205,False,False,False,56.500000,187,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_210_length_185_cov_39.793103,ESBL03,NODE_210_length_185_cov_39.793103,misc,M_206,False,False,False,39.793103,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_211_length_184_cov_6.578947,ESBL03,NODE_211_length_184_cov_6.578947,misc,M_207,False,False,False,6.578947,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_212_length_184_cov_6.491228,ESBL03,NODE_212_length_184_cov_6.491228,misc,M_208,False,False,False,6.491228,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_213_length_177_cov_33.520000,ESBL03,NODE_213_length_177_cov_33.520000,misc,M_209,False,False,False,33.520000,177,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_214_length_170_cov_19.395349,ESBL03,NODE_214_length_170_cov_19.395349,misc,M_210,False,False,False,19.395349,170,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_215_length_169_cov_158.404762,ESBL03,NODE_215_length_169_cov_158.404762,misc,M_211,False,False,False,158.404762,169,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_216_length_151_cov_30.583333,ESBL03,NODE_216_length_151_cov_30.583333,misc,M_212,False,False,False,30.583333,151,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_217_length_128_cov_492.000000,ESBL03,NODE_217_length_128_cov_492.000000,misc,M_213,False,False,False,492.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_24867_cov_27.248222,ESBL03,NODE_47_length_24867_cov_27.248222,plasmid,P_0,True,False,False,27.248222,24867,['IncFIA'],,,,,,,,,,6132..6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_18352_cov_29.525048,ESBL03,NODE_50_length_18352_cov_29.525048,plasmid,P_1,True,False,False,29.525048,18352,['IncFIC(FII)'],,,,,,,,,,,,,,16759..17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_61_length_11169_cov_21.342058,ESBL03,NODE_61_length_11169_cov_21.342058,plasmid,P_2,True,False,False,21.342058,11169,['IncFIB(AP001918)'],,,,,,,,,,,8528..9209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_343226_cov_22.525720,ESBL22,NODE_1_length_343226_cov_22.525720,misc,M_0,False,False,False,22.525720,343226,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_2_length_319754_cov_19.098286,ESBL22,NODE_2_length_319754_cov_19.098286,misc,M_1,False,False,False,19.098286,319754,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_255514_cov_22.282297,ESBL22,NODE_3_length_255514_cov_22.282297,misc,M_2,False,False,False,22.282297,255514,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_227755_cov_23.272954,ESBL22,NODE_4_length_227755_cov_23.272954,misc,M_3,False,False,False,23.272954,227755,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_181451_cov_24.679496,ESBL22,NODE_5_length_181451_cov_24.679496,misc,M_4,False,False,False,24.679496,181451,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_159472_cov_27.725162,ESBL22,NODE_6_length_159472_cov_27.725162,misc,M_5,False,False,False,27.725162,159472,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_158866_cov_27.201494,ESBL22,NODE_7_length_158866_cov_27.201494,misc,M_6,False,False,False,27.201494,158866,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_158791_cov_26.374590,ESBL22,NODE_8_length_158791_cov_26.374590,misc,M_7,False,False,False,26.374590,158791,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_155206_cov_28.892797,ESBL22,NODE_9_length_155206_cov_28.892797,misc,M_8,False,False,False,28.892797,155206,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_146847_cov_27.580923,ESBL22,NODE_10_length_146847_cov_27.580923,misc,M_9,False,False,False,27.580923,146847,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_139191_cov_25.998713,ESBL22,NODE_11_length_139191_cov_25.998713,misc,M_10,False,False,False,25.998713,139191,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_136620_cov_18.902969,ESBL22,NODE_12_length_136620_cov_18.902969,misc,M_11,False,False,False,18.902969,136620,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_132793_cov_24.884703,ESBL22,NODE_13_length_132793_cov_24.884703,misc,M_12,False,False,False,24.884703,132793,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_124192_cov_28.212332,ESBL22,NODE_14_length_124192_cov_28.212332,misc,M_13,False,False,False,28.212332,124192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_113972_cov_22.105415,ESBL22,NODE_15_length_113972_cov_22.105415,misc,M_14,False,True,False,22.105415,113972,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33035..34267,,,,,,,,,,
NODE_16_length_112612_cov_26.035400,ESBL22,NODE_16_length_112612_cov_26.035400,misc,M_15,False,False,False,26.035400,112612,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_105927_cov_18.328006,ESBL22,NODE_17_length_105927_cov_18.328006,misc,M_16,False,False,False,18.328006,105927,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_105756_cov_25.085289,ESBL22,NODE_18_length_105756_cov_25.085289,misc,M_17,False,False,False,25.085289,105756,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_97998_cov_26.801402,ESBL22,NODE_19_length_97998_cov_26.801402,misc,M_18,False,False,False,26.801402,97998,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_94366_cov_22.699848,ESBL22,NODE_20_length_94366_cov_22.699848,misc,M_19,False,False,False,22.699848,94366,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_94051_cov_20.932147,ESBL22,NODE_21_length_94051_cov_20.932147,misc,M_20,False,False,False,20.932147,94051,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_77189_cov_22.373323,ESBL22,NODE_22_length_77189_cov_22.373323,misc,M_21,False,False,False,22.373323,77189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_74601_cov_22.548057,ESBL22,NODE_23_length_74601_cov_22.548057,misc,M_22,False,False,False,22.548057,74601,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_73781_cov_28.743585,ESBL22,NODE_24_length_73781_cov_28.743585,misc,M_23,False,False,False,28.743585,73781,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_70958_cov_26.110601,ESBL22,NODE_25_length_70958_cov_26.110601,misc,M_24,False,False,False,26.110601,70958,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_66007_cov_19.741712,ESBL22,NODE_26_length_66007_cov_19.741712,misc,M_25,False,False,False,19.741712,66007,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_62264_cov_27.155672,ESBL22,NODE_27_length_62264_cov_27.155672,misc,M_26,False,False,False,27.155672,62264,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_60505_cov_26.091209,ESBL22,NODE_28_length_60505_cov_26.091209,misc,M_27,False,False,False,26.091209,60505,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_59551_cov_20.089863,ESBL22,NODE_29_length_59551_cov_20.089863,misc,M_28,False,False,False,20.089863,59551,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_59126_cov_16.811760,ESBL22,NODE_30_length_59126_cov_16.811760,misc,M_29,False,False,False,16.811760,59126,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_57012_cov_30.648818,ESBL22,NODE_31_length_57012_cov_30.648818,misc,M_30,False,False,False,30.648818,57012,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_54499_cov_28.899636,ESBL22,NODE_32_length_54499_cov_28.899636,misc,M_31,False,False,False,28.899636,54499,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_52363_cov_29.303584,ESBL22,NODE_33_length_52363_cov_29.303584,misc,M_32,False,False,False,29.303584,52363,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_49045_cov_23.929024,ESBL22,NODE_34_length_49045_cov_23.929024,misc,M_33,False,False,False,23.929024,49045,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_45886_cov_26.440700,ESBL22,NODE_35_length_45886_cov_26.440700,misc,M_34,False,False,False,26.440700,45886,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_44049_cov_23.742589,ESBL22,NODE_36_length_44049_cov_23.742589,misc,M_35,False,False,False,23.742589,44049,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_41723_cov_26.307842,ESBL22,NODE_37_length_41723_cov_26.307842,misc,M_36,False,False,False,26.307842,41723,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_35991_cov_25.877426,ESBL22,NODE_38_length_35991_cov_25.877426,misc,M_37,False,False,False,25.877426,35991,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_34993_cov_25.148511,ESBL22,NODE_39_length_34993_cov_25.148511,misc,M_38,False,False,False,25.148511,34993,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_34777_cov_21.621183,ESBL22,NODE_40_length_34777_cov_21.621183,misc,M_39,False,False,False,21.621183,34777,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_34401_cov_29.733588,ESBL22,NODE_41_length_34401_cov_29.733588,misc,M_40,False,False,False,29.733588,34401,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
